doc_id,section,section_ref,text
special-reconnaissance-52555c3f30,summary,1,"Plans, performs, supervises, and leads multi-domain reconnaissance and surveillance (R&S) with focus on electromagnetic spectrum operations (EMSO) to answer information and intelligence requirements, enhance joint intelligence preparation of the environment (JIPOE), and enable lethal and non-lethal air-to-ground integration of airpower. May be employed alone or as part of an Air Force, joint, interagency, or coalition force, to conduct R&S operational preparation of the environment, ensure global battlespace awareness, enable global access, and effect air, space, cyberspace, and information superiority for the successful execution of joint force objectives. Conducts time-sensitive special operations across the continuum of competition, in all environments and threat levels. Acquires placement and access to perform direct action (DA) through long range precision engagement when required. Utilizes indigenous sources, organic sensing, electronic warfare/attack equipment, and remote-controlled technology to obtain, transmit, and action strategic, operational, and tactical intelligence information. Integrates aviation-related special operations core function of special reconnaissance (SR) into joint planning process (JOPP) to maximize combat power. Related DoD Occupational Subgroup: 101100."
avionics-87952dde08,summary,1,"Manages and directs avionics test station functions and activities. Included are areas of computer and manually operated avionics test equipment, support equipment (SE), and aircraft avionics systems components. Related DoD Occupational Subgroup: 110200."
avionics-test-station-components-and-electronic-warfare-systems-52f7ff4057,summary,1,"Performs and manages avionics test station functions and activities. Operates, inspects, maintains, programs, and calibrates computer and manually operated avionics test equipment, support equipment (SE), and aircraft avionics systems components.
Related DoD Occupational Subgroup: 119800."
mhu-139-electrical-environmental-and-avionics-technician-c15fd4eef9,summary,1,"Analyzes malfunctions, inspects, removes, maintains, and installs integrated communication/navigation/mission systems. Performs and supervises avionics maintenance and general aircraft servicing and handling. Related DoD Occupational Subgroup: 119800."
fighter-aircraft-maintenance-aba9cc624c,summary,1,"Manages maintenance activities engaged in planning, inspecting, repairing, and servicing fighter/aircraft and support equipment (SE). Related DoD Occupational Subgroup: 160000."
tactical-aircraft-maintenance-1ae1eba20a,summary,1,"Maintains tactical aircraft, support equipment, and forms and records. Performs and supervises flight chief, expediter, crew chief, repair and reclamation, quality assurance, and maintenance support functions. Related DoD Occupational Subgroup: 160000."
fighter-aircraft-integrated-avionics-d1b0c2de5a,summary,1,"Isolates malfunctions and repairs and inspects A-10/U-2, F-15, and F-16 integrated avionics systems at organizational levels. Troubleshoots, inspects, removes, installs, repairs, modifies, and operates aircraft avionic systems, components, and associated support equipment. Performs and supervises general aircraft servicing and handling procedures. Related DoD Occupational Subgroup: 195000."
advanced-fighter-aircraft-integrated-avionics-8bd0f39cb2,summary,1,"Maintains F-22, and F-35 avionics and electrical & environmental (A&E) systems at the organizational level.
Troubleshoots, inspects, removes, installs, repairs, modifies, and operates aircraft A&E systems, components, and associated support equipment. Performs and supervises general aircraft servicing and handling procedures. Related DoD Occupational Subgroup: 160200/119800/195000."
tactical-aircraft-maintenance-716f26ba89,summary,1,"Maintains aircraft, support equipment, forms, and records. Performs and supervises flight chief, expediter, crew chief, repair and reclamation, quality assurance, and maintenance support functions. Related DoD Occupational Subgroup: 160000."
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,summary,1,"Manages maintenance and staff activities engaged in planning, inspecting, repairing, and servicing airlift; special mission; bomber, intelligence, surveillance, and reconnaissance; and vertical lift aircraft and support equipment (SE). Related DoD Occupational Subgroup: 160000."
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,summary,1,"Maintains aircraft, support equipment, forms, and records. Performs and supervises flight chief, expediter, crew chief, repair and reclamation, quality assurance and maintenance support functions. Related DoD Occupational Subgroup: 160000."
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,summary,1,"Maintains helicopter/tiltrotor aircraft, support equipment, forms, and records. Performs and supervises flight chief, expediter, crew chief, quality assurance and maintenance support functions. Related DoD Occupational Subgroup: 160000."
refuel-bomber-aircraft-maintenance-d7fcfc3a41,summary,1,"Maintains aircraft, support equipment, and forms and records. Performs and supervises flight chief, expediter, crew chief, repair and reclamation, quality assurance, and maintenance support functions. Related DoD Occupational Subgroup: 160000."
aircraft-systems-c214838e4d,summary,1,"Leads and manages aircraft maintenance functions and activities associated with planning, inspecting, repairing, modifying, and maintaining aircraft systems and subsystems to include common Support Equipment (SE). Related DoD Occupational Subgroups: 110200, 119800160100, 160200, 160300, 170000, and 176000."
aerospace-propulsion-8a9e5bfaa1,summary,1,"Inspects, maintains, modifies, tests, and repairs propellers, turboprop and turboshaft engines, jet engines, small gas turbine engines, and engine ground support equipment (SE). Manages aerospace propulsion functions and activities. Related DOD Occupational Subgroup: 160100."
aerospace-ground-equipment-4d1dcea3af,summary,1,Maintains aerospace ground equipment (AGE) to support aircraft systems or subsystems. Manages AGE functions and activities. Related DoD Occupational Subgroup: 160200.
aircraft-accessories-f90f9bedc1,summary,1,"Manages maintenance functions in aircrew egress systems and aircraft fuel, in-flight refueling, hydraulic, electrical, and environmental systems. Related DoD Occupational Subgroup: 160200."
aircrew-egress-systems-feb3d8b00e,summary,1,"Maintains aircraft egress systems with ejection seats, canopies, and hatches; explosive components; electro-explosive devices (EED); subsystems; and related support equipment (SE). Related DoD Occupational Subgroup: 160200."
aircraft-fuel-systems-061ecdac5b,summary,1,"Removes, repairs, inspects, installs, and modifies aircraft fuel systems including integral fuel tanks, bladder cells, and external tanks. Maintains associated hardware and equipment. Related DoD Occupational Subgroup: 160200."
aircraft-hydraulic-systems-dc5805a472,summary,1,"Troubleshoots, removes, repairs, overhauls, inspects, adjusts, installs, and tests aircraft hydraulic and In-flight Refueling (IFR) systems and components, including support equipment (SE). Related DoD Occupational Subgroup: 160200."
aircraft-electrical-and-environmental-systems-7f79721bbe,summary,1,"Performs and supervises aircraft electrical and environmental (E & E) functions and activities. Troubleshoots, inspects, removes, installs, repairs, modifies, overhauls, and operates integrated E & E systems, components, and associated support equipment. Related DoD Occupational Subgroup: 160200."
aircraft-fabrication-f5c7506295,summary,1,"Manages activities to accomplish aircraft structural maintenance, metals technology, and nondestructive inspection. Related DoD Occupational Subgroup: 170000."
aircraft-metals-technology-8f5e321b16,summary,1,"Designs, welds, heat treats, fabricates, and machines precision tools, components, and assemblies for aerospace weapon systems and related support equipment (SE). Related DoD Occupational Subgroup: 170000."
nondestructive-inspection-82eb984d27,summary,1,Inspects aerospace weapon systems components and support equipment for structural integrity using nondestructive inspection methods and performs fluid analysis. Related DoD Occupational Subgroup: 176000.
aircraft-structural-maintenance-3582024dc8,summary,1,"Designs, repairs, modifies, and fabricates aircraft, metal, plastic, composite, advanced composite, low observables (LO) coatings, and bonded structural parts and components. Evaluates, installs, removes, and repairs LO coatings. Applies corrosion preservative treatments to aircraft, missiles, and support equipment (SE). Related DoD Occupational Subgroup: 160300."
heavy-aircraft-integrated-avionics-33838ec450,summary,1,"Analyzes malfunctions, inspects, removes, maintains, and installs integrated communication/navigation/mission systems, integrated instrument and flight control systems, radar surveillance and integrated avionics systems. Performs and supervises avionics maintenance and general aircraft servicing and handling. Related DoD Occupational Subgroup: 119800."
fuels-career-field-8d3efa7a68,summary,1,"Responsible for the Air Force’s global petroleum and cryogenic product stocks. Executes quality analysis, controls, and remedies for all Class III Energy commodities. Operates, receives, stores, and issues petroleum, cryogenics, and alternative energy products using state of the art specialized fueling equipment, vehicles, storage facilities, hydrant systems, and other tactical support equipment. Fuels personnel demonstrate a high degree of skill in the forms of operational assessments, building tactical source solution plans, employ modernized fueling concepts, execute budgeting, bulk requisitioning, daily accounting, product receipt, inventory control, document sales to provide fuel and cryogenic logistical support. Provides oversight for the direct movement of petroleum and cryogenic while applying digital fluency concepts and modalities to connect CLIII capabilities to requirements by collecting, extracting, conducting feasibility analysis, and interpreting logistics data from information systems and plans to determine supportability and execution required to maintain peacetime and wartime inventory levels. Trained to support and provide power to every weapon system in the Air Force Arsenal. Conducts agile Fuels operations in austere conditions using night vision with aircraft engines running to ensure constant projection of lethal firepower for contested logistics environments. Fuels Airmen earn commercial industry equivalent certifications on petroleum standards, driving and uses training models to assure mission execution. Assess environmental protection, safety, compliance, and energy conservation. performs maintenance on all related equipment, facilities, vehicles, and testing tools used for Energy applications. Related DoD Occupational Subgroup: 182100"
logistics-plans-d7e55415d3,summary,1,"Develops, evaluates, monitors, and supervises combat support strategies, readiness, plans, and programs including battlefield preparation activities before and during conflict, force posturing and positioning, employment, sustainment, and support agreements. Related DoD Occupational Subgroup: 155100.
2. Career Field Core Functions:
2.1. Deployment Planning & Execution.
2.1.1. Logistics Planners Roles and Responsibilities.
2.1.1.1. Performs deployment planning and execution activities and functions to include adaptive planning, Agile Combat Employment (ACE) planning, feasibility assessments, development of operational plan (OPLAN) logistics annexes, and preparation, programming, and support assessments and requirements for contingency and exercise plans. Prepares, evaluates, and implements all aspects of deployment planning, aircraft cargo and personnel dispersal, force sustainment, force recovery, materiel reconstitution, exercise planning & execution, and logistics support procedures for JRSO&I.
2.1.1.2. Performs and directs deployment, employment, and JRSO&I command and control processes. Effectively manages logistics information about operational reach, and battlefield situational awareness, for functions such as transportation, supply, health services, maintenance, engineering, Services, and aircraft mobility. When assigned to an Installation Deployment Readiness Cell (IDRC), establishes and operates a logistics command and control center (i.e., Deployment Control Center (DCC)) to prepare for and supervise deployment and redeployment processes. Reviews planning processes, deployment taskings, inputs, extracts, and interprets data in automated information systems which include, but are not limited to, Joint Operations Planning and Execution System (JOPES), Deliberate/Crisis Action Planning & Execution Segments (DCAPES), Logistics Module (LOGMOD), Single Mobility System (SMS), Airlift Integrated Interface (A2I), and Integrated Computerized Deployment System (ICODES). Assists in the establishment and management of combat force bed-down, emergency action messages, and mitigation procedures. Develops crisis action procedures in conjunction with other employed organizations; integrates force command and control with applicable functional area or interagency representatives.
2.1.1.3. Staff member of the Installation Deployment Readiness Cell (IDRC). Manage all aspects of the steady-state, crisis, and exercise deployment operations (including Air Force Force Generation (AFFORGEN)) on behalf of the installation commander. Coordinates, hosts, and presents annual deployment process working groups (DPWGs), and quarterly unit deployment manager (UDM) meetings, and provides recurring deployment readiness briefings to commanders. Provides initial and recurring training for all installation and tenant unit UDMs and coordinates supplemental training requirements with public health, traffic management, air transportation, and force protection representatives according to mission command directives.
2.2. War Reserve Materiel (WRM). Air Force WRM consists of enterprise-managed, dynamically positioned equipment, vehicles, and consumables, to support operations across the full range of military operations and to reduce the time required to achieve an operational capability or produce an operational effect. Pre-positioned WRM is strategically located to ensure a timely response in support of combatant commander requirements during the initial phase of an operation.
2.2.1. Logistics Planners Roles and Responsibilities.
2.2.1.1. Performs, directs, and manages apportioned WRM functions. Develops guidance and supervises administration, surveillance, and management of WRM to include mission support availability and asset management, deployment, redeployment, reconstitution, excess management, sustainment, transportation, and transfers as applicable to mission requirements.
2.2.1.2. Provides initial and recurring training for installation WRM Managers (WRMMs), analyzes WRM reports to validate constraints and develop mitigation planning factors, and validates WRM deficiencies. Coordinates, hosts, and presents WRM Review Boards.
Ensures WRMMs inspect, maintain, mark, document, inventory, and store WRM appropriately to ensure materiel is maintained in operational order.
2.2.1.3. Identify and report WRM related shortfalls and limiting factors to higher headquarters and actively advocate for resource requirements (e.g. manpower, funding, storage facilities, etc.).
2.3. Support Agreements. DoD and AF policies direct that support agreements be developed between affected Suppliers and Receivers to document recurring support to provide the unit commander with the capability to ensure resources are expended wisely and to help eliminate unnecessary resource duplication. Support agreement may be used to augment contingency documents such as BSP, Programming Plans and OPLANs, Concepts of Operations (CONOPs), Installation Deployment Plans (IDPs), Emergency Plans, etc.
161 DAFECD, 30 Apr 25
2.3.1. Logistics Planners Roles and Responsibilities.
2.3.1.1. Manage the installation’s support agreements program to ensure quality, efficiency, and effectiveness in providing or obtaining support through agreements with suppliers, host units, joint services, other DoD agencies, and international partner nation military representatives. Ensures the effective performance of responsibilities and functions assigned to supplying and receiving units and enforces installation commander support agreement approval processes and training requirements. Establishes processes for negotiating impasses and/or disputes and provides initial and recurring training for unit Functional Area Agreement Coordinators (FAACs) to include supplemental training from installation comptroller and legal representatives.
2.3.1.2. Agreements program management responsibilities may include requirements to execute international, inter-agency, intra-agency, and international agreements, and mutual logistics support via ACSAs.
2.3.1.3. Documents, records, and reports agreements per DoD and Air Force policies and procedures. Creates and publishes installation support agreement catalogs and ensures required agencies such as legal, engineering, force protection, manpower, and finance conduct reviews of agreement support categories.
2.4. Base Support Plans (BSP). A BSP is primarily developed for main operating bases or collocated operating bases with a permanent Air Force presence. Expeditionary Site Planning (ESP) and Site Surveys are an integral part of the ESP process. Information gathered during a survey on a site’s resources and capabilities are captured to assist commanders with making initial bed-down decisions at locations without a permanent Air Force presence.
2.4.1. Logistics Planners Roles and Responsibilities.
2.4.1.1. When assigned to a main operating base, serves as the Installation BSP Manager to ensure the installation BSP is developed and maintained. This includes managing the Base Support and Expeditionary (BaS&E) site planning program and training unit representatives who have been appointed as Functional Data Managers (FDMs).
2.4.1.2. Collects and reviews functional category and chapter data from subject matter experts (SMEs)/FDMs for completeness and validates identified limiting factors and shortfalls. Coordinates, schedules, and manages the BSP Committee (BSPC), which is chaired by the Wing Commander. Attendees of the BSP Committee include the Installation BSP Manager, Wing Leadership (Squadron and Group Commanders), FDMs, and tenant unit representatives who have equities with the installation or expeditionary site. Schedules and executes BSP Working Groups (BSPWGs) to ensure FDMs and other selected subject matter experts are maintaining the installation’s BSP in accordance with appropriate planning cycles, installation mission objectives, and mandatory regulations.
2.4.1.3. Collects pre-site survey, site survey, and post-site survey data for an in-depth feasibility assessment to identify the forward operating site’s suitability for current and/or future missions. Leads site survey teams, hosts expeditionary site working groups and assists with the determination of expeditionary site planning and site survey requirements associated with named operations or future operations.
Provides data related to threat assessment, antiterrorism, integrated base defense capabilities, airfield suitability assessments, pavements evaluations, and bed-down assessments.
2.5. Adaptive Planning.
2.5.1. Logistics Planner Roles and Responsibilities.
2.5.1.1. Reviews, analyzes and interprets DOD and Air Force policies to include the development and management of Unit Type Codes (UTCs), readiness reporting, and conducting force posturing and analysis activities crucial to the management and execution of Air Force readiness programs.
2.5.1.2. Analyzes and interprets policies and monitors competitive sourcing to determine impacts to the installation or unit's ability to execute operations and deployment requirements. Integrates personnel policies and strategic objectives through the development and coordination of plans and programs supporting operations.
2.5.1.3. Performs analysis, assessments, and validation of installation and/or unit wartime capabilities by conducting force management activities and day-to-day management of wing deployment functions.
3. Knowledge. Knowledge is mandatory of: logistics planning and integration across the logistics enterprise which includes cross-functioning areas of materiel management, maintenance, transportation, contracting, civil engineering, services, force protection, operations, personnel, comptroller, medical, and legal. Additionally, it is necessary to understand how these functions impact installation logistics planning, Air Force operations, and processes of deployment, bed-down, employment, and redeployment. Techniques of conducting readiness assessments, data processing and electronic data processing equipment, and basic budgeting procedures are required.
3.1. Education. For entry into this specialty, a high school diploma or equivalent education certification is mandatory.
3.2. Career Progression. Career progression and timely award of skill level are dependent upon on-the-job training, professional military education, and the member’s military rank.
3.2.1. Apprentice Level (2G031). Awarded to Airmen upon completion of the Logistics Plans Apprentice Technical Training Course.
Must demonstrate appropriate Airmen’s Foundational Competencies in accordance with rank and duty description, Air Force Doctrine, The Enlisted Force Structure (The “Brown Book”), A Profession of Arms: Our Core Values (The “Blue Book”), and The Joint Team (The “Purple Book”).
3.2.2. Journeyman Level (2G051). Awarded to Airmen upon completion of 12 months of on-the-job training, the Logistics Plans Journeyman Career Development Course, and appropriate professional military education. Must demonstrate appropriate Airmen’s 162 DAFECD, 30 Apr 25 Foundational Competencies and Airman Leadership Qualities (ALQs) in accordance with rank and duty description. Must complete Supervisor Job Qualification Standard (JQS) IAW Air Force Foundational Resources.
3.2.3. Craftsman Level (2G071). Awarded upon completion of 12 months of on-the-job training and completion of the Logistics Plans Craftsman Career Development Course, and appropriate professional military education. Must demonstrate appropriate Airmen’s Foundational Competencies and Airman Leadership Qualities (ALQs) in accordance with rank and duty description. Must also demonstrate advanced competency and proficiency levels requisite with rank, position, and duty description. Must complete NCOIC/Section Chief JQS IAW Air Force Foundational Resources.
3.2.4. Superintendent Level (2G091). Awarded upon promotion to Senior Master Sergeant (E-8) and completion of appropriate professional military education. Must demonstrate appropriate Airmen’s Foundational Competencies and Airman Leadership Qualities (ALQs) in accordance with rank and duty description. Must also demonstrate expert competency and proficiency levels requisite with rank, position, and duty description. Must complete Flight Chief JQS IAW Air Force Foundational Resources.
4. Other. The following are mandatory as indicated: 4.1. See attachment 4 for mandatory entry requirements.
4.2. Retraining into the 2G0XX career field within the Air Reserve Component (ARC) is restricted to the grades of E-6 and below with less than 12 years of Total Federal Military Service. Waiver authority resides with the Air Force Reserve Command 2G0XX MAJCOM Functional Manager.
4.3. For entry, award, and retention of AFSCs 2G031/51/71/91/00: 4.3.1. Ability to speak distinctly, demonstrate critical thinking and problem-solving skills and communicate well with others.
4.3.2. Ability to communicate effectively in writing.
4.3.3. Possession of, or ability to obtain, a valid driver's license.
4.4. For award and retention: 4.4.1. Specialty requires routine access to Tier 3 (T3) information, systems, or similar classified environment. For award and retention of AFSCs 2G0XX, completion of a current T3 Investigation required IAW DoDM 5200.02, AFMAN 16-1405, Air Force Personnel Security Program, is mandatory.
NOTE: Award of the entry-level without a completed T3 Investigation is authorized provided an interim Secret security clearance has been granted according to DoDM 5200.02, AFMAN 16 -1405.
4.4.2. For award and retention of these AFSCs, must maintain local network access IAW AFI 17-130, Cybersecurity Program Management and AFMAN 17-1301, Computer Security.
163 DAFECD, 30 Apr 25"
missile-and-space-systems-maintenance-92c4db05f4,summary,1,"Manages maintenance, processing, acquisition, and operation of ground and air launched missiles, aircraft missile rotary launchers and pylons, spacelift boosters, payloads, related subsystems, test, calibration, support and handling equipment, and facilities. Manages activities associated with research and development (R&D) systems. Related DoD Occupational Subgroup: 112100."
missile-and-space-systems-electronic-maintenance-b169edec36,summary,1,"Maintains, operates, and supervises maintenance on ground and air missiles, spacelift boosters, payloads, guidance and control systems, and subsystems. Monitors, analyzes, and compiles system performance data. Performs and supervises maintenance on automated and manual electronic test, launch control, checkout, and support equipment (SE). Designs and supervises assembly, calibration, operation, troubleshooting, and testing of research and development (R&D) systems and SE. Related DoD Occupational Subgroup: 112100."
missile-and-space-systems-maintenance-5db23988b2,summary,1,"Services and maintains, or supervises these actions, on missiles, space lift boosters, payloads, research, and development (R&D) systems, environmental blast doors and valves, associated subsystems, components, and support equipment (SE).
Operates and maintains related equipment. Designs R&D systems. Performs acquisition and activation activities. Related DoD Occupational Subgroup: 163200."
missile-and-space-facilities-1da398d5f0,summary,1,"Maintains, operates, services, and repairs power generation and distribution systems, and environmental control and associated support systems and equipment for missile, space lift, and research and development (R&D) facilities. Related DoD Occupational Subgroup: 163300."
precision-measurement-equipment-laboratory-da23bbf98e,summary,1,"Performs and manages repair, calibration, and modification of test, measurement, and diagnostic equipment (TMDE), including precision measurement equipment laboratory (PMEL) standards and automatic test equipment. Supervises the process and use of TMDE to perform voltage, current, power, impedance, frequency, microwave, temperature, physical-dimensional, and optical measurements. Related DoD Occupational Subgroup: 119800."
maintenance-management-3d5fd6728b,summary,1,"Central agency for scheduling, documentation, management, monitoring, and developing strategies for aerospace vehicles, engines, armament/munitions, missiles, space systems, AGE, and selected equipment inventory. Ensures aerospace vehicles and supporting equipment are managed and documented in accordance with established policy and advises maintenance leadership on fleet health. Initiates studies, investigations and performs statistical analysis to aid in the development and coordination of generation flow plans for units required to meet emergency war order and wartime taskings. Presents information to help senior leadership assess the health of the units' weapon systems and equipment. Manages and operates maintenance management information systems (MIS)."
materiel-management-86cb65f289,summary,1,"Directs materiel management activities involved in developing, operating, implementing, and analyzing manual and automated integrated logistics systems. Manages item and monetary accounting, inventory control, financial planning, and warehousing functions. Monitors and operates the Integrated Logistics Systems-Supply (ILS-S) and associated logistics systems interfaces. When assigned to combat support or enabler organizations, provides materiel management expertise as related to ILS-S processes, accountable officer, responsible officer, and responsible person obligations. Related DoD Occupational Subgroup: 155100."
traffic-management-operations-5645296ef8,summary,1,"Performs and manages traffic management activities. Uses military and commercial transportation to move personnel, eligible dependents, materiel, and property. Packages, classifies, and arranges personal property and cargo for shipment or storage. Related DoD Occupational Subgroup: 155300."
ground-transportation-e0b1af36b6,summary,1,"Advances the Air Force mission by providing centralized, efficient, and economical organic ground transportation capabilities for movement of personnel and cargo. Plans, organizes, and directs ground transportation support to operational missions. Operates and manages light and heavy-duty vehicles such as buses, truck and semi-trailer combinations, forklifts, and wrecker/recovery vehicles. Administers the Department of Defense Official Use program, provides examination and licensing of installation motor vehicle operators, manages the installation’s pooled vehicle fleet, provides the efficient planning and use of equipment and resources, and performs preventative maintenance of the pooled vehicle fleet. Related DoD Occupational Subgroup: 181100."
air-transportation-1a3d5388b8,summary,1,"Performs and manages air transportation activities. Plans, schedules and processes eligible passengers and cargo for air movement. Loads and unloads passengers, cargo, and baggage moved on military and commercial-contract aircraft. Prepares and maintains air movement records and reports. Performs aircraft cleaning services and delivers meals and comfort item supplies to aircraft.
Operates forklifts and aircraft loading equipment. Uses computer systems to provide in-transit visibility over passenger and cargo movement operations. Related DoD Occupational Subgroup: 155300."
vehicle-management-3968ab3ac4,summary,1,"Manages the vehicle fleet. Activities include the management of vehicle authorization listings, vehicle buy and vehicle control programs and associated maintenance requirements such as inspection, diagnostics, repair, modification, refinishing, and data collection for the vehicle and equipment fleet. Programs include maintenance and fleet management analysis, quality assurance, training, and material control. Related DoD Occupational Subgroup: 170400."
mission-generation-vehicular-equipment-maintenance-84a9c92c60,summary,1,"Supervises and performs vehicle maintenance activities on military and commercial design general and special purpose, base maintenance, aircraft and equipment towing vehicles, fire fighting vehicles, aircraft and ground refueling, or Material Handling Equipment (MHE), and vehicular equipment. Activities include inspection, diagnostics, repair, rebuild of components and assemblies, fabrication of parts, weld metals and repair vehicle glass. Ensures compliance with vehicle maintenance policies, directives, and procedures. Related DoD Occupational Subgroup: 161000 & 195000."
fleet-management-and-analysis-9d08eaa9d0,summary,1,"Supervises and performs the scheduling and analysis of maintenance performed on vehicles and equipment.
Oversees fleet management and accounts for vehicle fleet. Uses a computer to manage the vehicle data collection system and develops local retrievals to obtain specific data. Performs materiel control functions. Files historical data and maintains vehicle records. Related DoD Occupational Subgroup: 155800."
munitions-systems-2d5abb1d1a,summary,1,"The Munitions Systems career field is responsible for the safety, security, life-cycle logistics, and accountability of all non-nuclear munitions, as well as related sub-components and equipment. This career field is also responsible for the production, materiel, and systems operations needed to warehouse, sustain, assemble, account for, and transport munitions in support of national security objectives. Airmen assigned to the Munitions Systems career field develop skills toward gaining industry recognized professional degrees and certifications in Supply Chain Management, Logistics, Project Management, Commercial Driver’s License, Hazardous Materials Management, Instructional Trainer, Safety, and more. Related DoD Occupational Subgroup: 164500."
aircraft-armament-systems-a446d2c81a,summary,1,"Loads and unloads nuclear and nonnuclear munitions, explosives, and propellant devices on aircraft. Manages, controls, maintains, and installs aircraft bomb, rocket, and missile release, launch, suspension, and monitor systems; guns and gun mounts; and related munitions handling, loading, and test equipment. Related DoD Occupational Subgroup: 164600."
nuclear-weapons-5ca6fc1c83,summary,1,"Inspects, maintains, stores, handles, modifies, repairs, and accounts for nuclear weapons, weapons components, associated equipment, and specialized/general test and handling equipment. Related DoD Occupational Subgroup: 114000."
facility-systems-740da00aa4,summary,1,"Manages resources and directs activities devoted to installation removal, operation, maintenance, and repair of all electrical power distribution systems, electrical power generating and control systems, fire alarms, lightning protection, cathodic protection systems, airfield lighting systems, and aircraft arresting systems. Related DoD Occupational Subgroup: 172100."
electrical-systems-9d5d23640a,summary,1,"Installs, inspects, maintains, troubleshoots, repairs, and modifies electrical distribution systems and components above and below 600 volts; airfield lighting systems; and fire alarms, and complies with environmental and safety regulations and practices. Related DoD Occupational Subgroup: 172100."
electrical-power-production-4731cc958b,summary,1,"Installs, removes, operates, maintains, and repairs electrical power generating and control systems, aircraft arresting systems, and associated equipment. Related DoD Occupational Subgroup: 166200."
heating-ventilation-air-conditioning-and-refrigeration-ba546d25c3,summary,1,"Installs, operates, maintains, and repairs heating, ventilation, air conditioning and refrigeration (HVAC/R) systems, combustion equipment, and industrial air compressors. Manages HVAC/R functions and activities. Related DoD Occupational Subgroup: 172000."
heavy-repair-21069204ce,summary,1,"Manages and directs daily activities devoted to construction and maintenance of concrete and asphalt runways, structural systems and wooden, masonry, metal, concrete buildings, aircraft parking aprons, and roads. Supervises operation and maintenance of heavy construction equipment and all aspects of horizontal and vertical construction. Related DoD Occupational Subgroup: 171000."
pavements-and-construction-equipment-edf056055f,summary,1,": Constructs and maintains concrete and asphalt runways, aircraft parking aprons, and roads. Operates and maintains heavy construction equipment, such as loaders, graders, dozers, backhoes, and dump trucks. Operates tractor-trailer combinations, transporting construction equipment, and materials. Ensures compliance with all safety and environmental regulations.
Related DoD Occupational Subgroup: 171000."
structural-da9a967f5d,summary,1,"Manages, constructs, repairs, and modifies structural systems and wooden, masonry, metal, and concrete buildings. Fabricates and repairs components of buildings, utility systems, and real property equipment. Ensures compliance with environmental regulations. Related DOD Occupational Subgroup: 171000."
infrastructure-systems-c8b78b7980,summary,1,"Manages and directs facility and infrastructure systems, daily activities devoted to water, wastewater, fuel, heating, cooling, ventilation, combustion equipment, industrial air compressors, natural gas, refrigeration, liquid fuels distribution, interior plumbing, fire suppression, sprinkler, irrigation systems, pest management, chemical application processes, and associated operations and non-electric kitchen equipment such as grease traps and other miscellaneous collection systems. Related DoD Occupational Subgroup: 172000."
water-and-fuel-systems-maintenance-b9fb292c31,summary,1,"Installs, inspects, maintains, troubleshoots, modifies, repairs, and manages plumbing, water distribution, wastewater collection systems, water and wastewater treatment systems, fire suppression, backflow prevention systems, natural gas distribution systems; (3E4X1A Fuel Systems Maintenance) liquid fuel storage, distribution, and dispensing systems. Complies with environmental and safety regulations. Related DoD Occupational Subgroups: 172000."
pest-management-8b36a47ecf,summary,1,"Manages, evaluates, and executes pest management techniques and associated pest management environmental compliance. Related DoD Occupational Subgroup: 172000."
engineering-f827cbefc4,summary,1,"Directs and performs civil engineering design, drafting, surveying, and contract surveillance to support Air Force facility construction and maintenance programs. Prepares Computer Aided Design (CAD) drawings, Building Information Modeling (BIM) solutions, construction contract specifications, and cost estimates. Operates, and maintains Geographic Information Systems (GIS).
Utilizes surveying technology to include Global Positioning System (GPS). Evaluates potential construction sites and performs field tests on soils, asphalt, and concrete. Related DoD Occupational Subgroup: 141200."
operations-management-554fd93be4,summary,1,"Responsible for activating and managing Civil Engineer (CE) command and control centers during peacetime, wartime, and contingency operations. Processes and controls work requirements and manages CE Material Acquisitions in contingency, wartime, and peacetime situations for work performed by CE work forces. Maintains accountability of resources, such as equipment, personnel, Class IV materials and facilities. Related DOD Occupational Subgroup: 171000."
fire-protection-df29116934,summary,1,"Protects people, property, and the environment from fires and disasters. Provides fire prevention, firefighting, rescue, and hazardous material responses. Related DoD Occupational Subgroup: 149500."
explosive-ordnance-disposal-08bf7a587b,summary,1,"Performs explosive ordnance disposal (EOD) operations to protect personnel, resources, and the environment from the effects of hazardous explosive ordnance (EO), improvised explosive devices (IED) and weapons of mass destruction (WMD) which may include; incendiary, chemical, biological, radiological, and nuclear (CBRN) hazards. Employs specialized tools, techniques, and personal protective equipment to detect/identify EOD objectives and to accomplish diagnostics, monitoring, evaluation, interrogation, mitigation, render safe, recovery, and disposal operations on ordnance/devices delivered, placed, or made dangerous by accident/incident or other circumstance. Utilizes and maintains advanced equipment, such as, robotics, x-ray, landmine and CBRN detection equipment.
Transports demolition explosives and equipment to authorized disposal areas, fabricates explosive demolition charges, and disposes of hazardous devices, ordnance, and explosives. EOD may be employed alone or as part of an AF, Joint, Interagency, or Coalition force, to support Combatant Commander and/or Air Force objectives. Provides rapid response capability and operates in five geographic disciplines: mountain, desert, arctic, urban and jungle, day, or night, to include austere combat environments independent of an established airbase or its perimeter defenses in mounted, dismounted, and limited airborne/aerial insertion operations. EOD at the five, seven, and nine level plan, organize, and direct EOD operations. Related DoD Occupational Subgroup: 143100 and 143300."
