id,doc_id,ref,sent_index,text,metadata_json
all-domain-command-and-control-operations-8e81736a84:2.1:15:1f63b722,all-domain-command-and-control-operations-8e81736a84,2.1,15.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 3,5,7,9] Flight follows and manages aerospace resources and monitors mission status to include aircraft, aircrew support, transportation, maintenance support, fleet services, and passenger and cargo support.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 15, ""skill_digits"": [""3"", ""5"", ""7"", ""9""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""9d7f5af2b16758ef913ad028fe5254e315362909"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:16:b871705c,all-domain-command-and-control-operations-8e81736a84,2.1,16.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 3,5,7] Monitors aircraft movement and relays information between aircrews and operations centers.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 16, ""skill_digits"": [""3"", ""5"", ""7""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman""], ""canonical_duty_id"": ""a5dc3903adcddc3dbd580d48fdf077099a4619e0"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:17:a579aa33,all-domain-command-and-control-operations-8e81736a84,2.1,17.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 5,7,9] Coordinates mission delays with installation and external agencies.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 17, ""skill_digits"": [""5"", ""7"", ""9""], ""skill_labels"": [""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""90d4448b2f47e7d07c930c0761f6417a259dcc02"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:18:641bed1d,all-domain-command-and-control-operations-8e81736a84,2.1,18.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 3,5,7] Monitors status of launch and space assets.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 18, ""skill_digits"": [""3"", ""5"", ""7""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman""], ""canonical_duty_id"": ""784e15e790a23ae1d8e4c371a0d88b633aabdba8"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:19:ff489215,all-domain-command-and-control-operations-8e81736a84,2.1,19.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 3,5,7] Monitors status and location of key personnel to facilitate immediate communications with higher headquarters.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 19, ""skill_digits"": [""3"", ""5"", ""7""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman""], ""canonical_duty_id"": ""c1109e3cb4a1547be165a84df42d896b6bc0497e"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:20:354ae64a,all-domain-command-and-control-operations-8e81736a84,2.1,20.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 1,3,5] Ensures proper use and control of resources and classified material.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 20, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""3b6f1bc3333a018d844945ee9de750be82b88b56"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:21:974ca6c7,all-domain-command-and-control-operations-8e81736a84,2.1,21.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 7,9] Develops and evaluates C2 Operations processes.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 21, ""skill_digits"": [""7"", ""9""], ""skill_labels"": [""craftsman"", ""superintendent""], ""canonical_duty_id"": ""6637cecc920857dfb484311f00c9cd65af4d2272"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:22:58cc796e,all-domain-command-and-control-operations-8e81736a84,2.1,22.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 1,3,5] Performs self-assessments.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 22, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""634fef2292102bf1ab6c7728c7ee05ae2c7d91f8"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:23:82ec43f9,all-domain-command-and-control-operations-8e81736a84,2.1,23.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 1,3,5] Ensures operational readiness and adherence to standards.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 23, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""0aa279816c0de949eb2a67db3f712a8e9d46a79e"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:24:d99268b4,all-domain-command-and-control-operations-8e81736a84,2.1,24.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 1,3,5] Recommends actions to correct C2 Operations procedural deficiencies.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 24, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""b4c5f9f25310988a369ce621694e664c5588b4fd"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:25:30a6b766,all-domain-command-and-control-operations-8e81736a84,2.1,25.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 1,3,5] Maintains and disseminates local and worldwide current and forecasted weather to include watches, advisories and warnings to installation populace and aerospace resources.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 25, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""0fb525824d31986b5bbc22d88ff494d6e0d325f5"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.1:26:f4d34c47,all-domain-command-and-control-operations-8e81736a84,2.1,26.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.1 | Skills: 1,3,5] The functional organization for the exercise of mission command authority and direction by a properly designated commander over assigned and attached forces in the accomplishment of the mission.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.1"", ""sent_index"": 26, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""922244a42317b7484acb25ca8a5e8c69662e6a6c"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.2:27:7e898177,all-domain-command-and-control-operations-8e81736a84,2.2,27.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.2 | Skills: 7,9] Manages and executes the DAF Reporting Program.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.2"", ""sent_index"": 27, ""skill_digits"": [""7"", ""9""], ""skill_labels"": [""craftsman"", ""superintendent""], ""canonical_duty_id"": ""a18657d2e9b4c17ccc6b0dbdea06f7009ce476b3"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.2:28:5a43d623,all-domain-command-and-control-operations-8e81736a84,2.2,28.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.2 | Skills: 1,3,5] Prepares and submits Operational Reports (OPREP) and Commander’s Critical Information Requirement (CCIR) reports, attainment/deviation reporting, nuclear execution reporting (NEREP), international treaty, and aerospace asset reports.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.2"", ""sent_index"": 28, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""505041f859034b20d5f2aeebc51a68dee7e871d0"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.2:29:26c42f08,all-domain-command-and-control-operations-8e81736a84,2.2,29.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.2 | Skills: 5,7,9] Analyzes and disseminates information derived from DAF reporting.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.2"", ""sent_index"": 29, ""skill_digits"": [""5"", ""7"", ""9""], ""skill_labels"": [""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""d39c58a153bccd700153821db92cb957c3216fd9"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.2:30:7b86a8b8,all-domain-command-and-control-operations-8e81736a84,2.2,30.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.2 | Skills: 1,3,5] Establishes policy for operational and, if applicable, defense readiness reporting to include developing procedures, maintaining databases, and training personnel.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.2"", ""sent_index"": 30, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""6f5404215db82e7ac083fc722910547fd32b0d2f"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.2:31:101c86f2,all-domain-command-and-control-operations-8e81736a84,2.2,31.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.2 | Skills: 1,3,5] Ensures reported data is current and accurate.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.2"", ""sent_index"": 31, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""83501dcdbcbf6847e09d263bf456159fb1845f80"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:32:42a450e0,all-domain-command-and-control-operations-8e81736a84,2.3,32.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 1,3,5,7] Operates and monitors voice, data, and alerting systems.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 32, ""skill_digits"": [""1"", ""3"", ""5"", ""7""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman"", ""craftsman""], ""canonical_duty_id"": ""e80da13c036de854587400661e76a23fec8c8556"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:33:d2f37c9f,all-domain-command-and-control-operations-8e81736a84,2.3,33.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 1,3,5] Develops operating instructions directing All-Domain C2 Operations and lateral agency C2 activities.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 33, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""423744751e335c8cc063390f2f3086e2c084e3f8"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:34:fd5ccc52,all-domain-command-and-control-operations-8e81736a84,2.3,34.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 1,3,5] Develops, maintains, and initiates procedures to save lives, protect resources, and rapidly disseminate time sensitive information.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 34, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""b135c2f5e20e60d3b5f87ab68afe4f810156cde9"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:35:2579b452,all-domain-command-and-control-operations-8e81736a84,2.3,35.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 1,3,5] These procedures support situations such as suspected or actual sabotage nuclear incidents, natural disasters, aircraft accidents or incidents, evacuations, dispersal, and aerospace anomalies.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 35, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""5bc6bba21cd594a1ceeec19670193672e0fa57ee"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:36:eea72b7d,all-domain-command-and-control-operations-8e81736a84,2.3,36.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 1,3,5] Receives and disseminates time-critical information to and from the commander to internal and external agencies during daily operations, natural disasters and wartime and contingency operations to affect positive control of assigned forces and weapons systems.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 36, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""0353419960fdfb315e9b289abc05490e48b494d1"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:37:65e6ccdc,all-domain-command-and-control-operations-8e81736a84,2.3,37.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 5,7,9] Coordinates actions to ensure prompt response during disaster operations (pre-, trans-, and post-), including immediate activation and recall of all resources and participating agencies and organizations.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 37, ""skill_digits"": [""5"", ""7"", ""9""], ""skill_labels"": [""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""ae77d18ca8e38c8c92141bf5437bb27d11ad7815"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:38:8a7bfce4,all-domain-command-and-control-operations-8e81736a84,2.3,38.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 3,5,7] Monitors actions to preserve life, minimize damage, and restore operations following natural disasters (trans-and post-), accidents, wartime attacks, and military operations other than war.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 38, ""skill_digits"": [""3"", ""5"", ""7""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman""], ""canonical_duty_id"": ""5f0f01006e3f45c1dc68f53045bc3899b64fd96c"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:39:40f8b5d1,all-domain-command-and-control-operations-8e81736a84,2.3,39.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 3,5,7,9] Coordinates, directs, and monitors actions to allow continuation or restoration of vital functions and 45 DAFECD, 30 Apr 25 operations.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 39, ""skill_digits"": [""3"", ""5"", ""7"", ""9""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman"", ""superintendent""], ""canonical_duty_id"": ""11ec885ef7925a55714cdd5289b24d23a213c623"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:40:4f646634,all-domain-command-and-control-operations-8e81736a84,2.3,40.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 1,3,5] Maintains operational status displays.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 40, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""9907328ec0bde5722725a2ebf74e3f73882ae463"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:41:9ac9d18c,all-domain-command-and-control-operations-8e81736a84,2.3,41.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 1,3,5] Maintains proficiency in C2/CJADC2 systems and aircraft flight following and mission management systems.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 41, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""29bb35efe2ec5927a8caf2f974cb457c81f50c1e"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:42:dcd55fa7,all-domain-command-and-control-operations-8e81736a84,2.3,42.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 1,3,5] Establishes manpower, communications, equipment, and facility requirements.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 42, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""d3d0a09cbc374082640ba9e4bc5cecf613e083ac"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.3:43:53bf07bc,all-domain-command-and-control-operations-8e81736a84,2.3,43.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.3 | Skills: 3,5,7] Monitors and alerts local and base agencies of threats affecting the installation.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.3"", ""sent_index"": 43, ""skill_digits"": [""3"", ""5"", ""7""], ""skill_labels"": [""apprentice"", ""journeyman"", ""craftsman""], ""canonical_duty_id"": ""99170a7f506cc164952feba5de107543137ddd2b"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.4:44:26bdaf57,all-domain-command-and-control-operations-8e81736a84,2.4,44.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.4 | Skills: 1,3,5] Maintains Communications Security (COMSEC) to include receiving, safeguarding, utilizing, inventorying, issuing, and destroying COMSEC material.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.4"", ""sent_index"": 44, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""8d5e4a33cc771ba794bb8932fd078140514e825e"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.4:45:bad5596c,all-domain-command-and-control-operations-8e81736a84,2.4,45.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.4 | Skills: 1,3,5] Maintains personnel, information, operations, computer, emission, industrial and physical security programs.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.4"", ""sent_index"": 45, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""8401e7d2fea67e9368d7aa7437b9188a92ae9d33"", ""source_type"": ""duty""}"
all-domain-command-and-control-operations-8e81736a84:2.5:46:e19f0bfc,all-domain-command-and-control-operations-8e81736a84,2.5,46.0,"[ALL-DOMAIN COMMAND AND CONTROL OPERATIONS | Duty 2.5 | Skills: 1,3,5] Performs administrative actions.","{""doc_id"": ""all-domain-command-and-control-operations-8e81736a84"", ""cem_code"": ""1C500"", ""afsc_title"": ""ALL-DOMAIN COMMAND AND CONTROL OPERATIONS"", ""afsc_codes"": [""1C511"", ""1C531"", ""1C551"", ""1C571"", ""1C591""], ""afsc_families"": [""1C5""], ""ref"": ""2.5"", ""sent_index"": 46, ""skill_digits"": [""1"", ""3"", ""5""], ""skill_labels"": [""helper"", ""apprentice"", ""journeyman""], ""canonical_duty_id"": ""82f96f3117acc6169e4ea217b615aedacb036be6"", ""source_type"": ""duty""}"
